,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price_local,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,distance_to_center_km,city,property_type_grouped,property_privacy_level,property_category
11166,within a day,100%,55%,f,1.0,1.0,t,Vesterbro-Kongens Enghave,Entire Standard,Entire home/apt,4.0,2.0,2 baths,2.0,2.0,2200.0,2,14.0,1.0,2.0,14.0,14.0,2.0,14.0,t,1.0,5.0,7.0,68.0,9.0,5.0,1.0,15,3.0,30.0,66000.0,5.0,5.0,4.78,4.89,5.0,4.89,4.89,f,1.0,1.0,0.0,0.0,3.46,Copenhagen,Entire Standard,Entire,Standard
11168,within an hour,100%,67%,f,1.0,1.0,t,Nørrebro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1235.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,10.0,10.0,10.0,10.0,14.0,3.0,1.0,10,2.0,18.0,22230.0,5.0,5.0,5.0,5.0,5.0,4.93,5.0,f,1.0,1.0,0.0,0.0,2.46,Copenhagen,Entire Standard,Entire,Standard
11171,within a few hours,86%,37%,f,1.0,1.0,f,Frederiksberg,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1644.0,4,365.0,4.0,4.0,365.0,365.0,4.0,365.0,t,29.0,55.0,81.0,356.0,10.0,6.0,0.0,178,5.0,48.0,78912.0,4.4,4.6,4.6,4.3,4.5,4.9,4.2,f,1.0,1.0,0.0,0.0,1.14,Copenhagen,Entire Standard,Entire,Standard
11176,within a day,100%,47%,f,3.0,4.0,t,Nørrebro,Hotel,Private room,2.0,1.0,1 bath,1.0,1.0,887.0,4,365.0,4.0,4.0,365.0,365.0,4.0,365.0,t,0.0,0.0,0.0,209.0,7.0,0.0,0.0,31,1.0,0.0,0.0,5.0,4.86,4.86,4.86,4.86,4.86,4.71,f,3.0,2.0,1.0,0.0,1.76,Copenhagen,Hotel,Hotel,Hotel
11177,within a few hours,100%,36%,f,1.0,1.0,t,Vesterbro-Kongens Enghave,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1499.0,1,30.0,1.0,1.0,30.0,30.0,1.0,30.0,t,9.0,23.0,49.0,324.0,23.0,12.0,4.0,147,13.0,72.0,107928.0,5.0,5.0,5.0,5.0,5.0,4.96,4.91,f,1.0,1.0,0.0,0.0,2.23,Copenhagen,Entire Standard,Entire,Standard
11178,within a day,100%,100%,f,1.0,1.0,t,Indre By,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2198.0,4,365.0,4.0,4.0,365.0,365.0,4.0,365.0,t,9.0,9.0,9.0,9.0,9.0,3.0,1.0,9,1.0,24.0,52752.0,4.89,4.89,4.78,4.89,4.89,4.89,4.67,f,1.0,1.0,0.0,0.0,1.48,Copenhagen,Entire Standard,Entire,Standard
11182,within an hour,100%,91%,t,1.0,2.0,t,Indre By,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1158.0,2,365.0,2.0,5.0,365.0,365.0,2.1,365.0,t,3.0,3.0,3.0,3.0,55.0,36.0,5.0,3,21.0,216.0,250128.0,4.98,5.0,4.96,4.91,4.96,4.73,4.78,f,1.0,1.0,0.0,0.0,3.07,Copenhagen,Entire Standard,Entire,Standard
11183,within a day,83%,80%,f,1.0,3.0,t,Frederiksberg,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1183.0,5,365.0,5.0,8.0,365.0,365.0,5.1,365.0,t,28.0,58.0,84.0,90.0,1.0,1.0,0.0,90,0.0,10.0,11830.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.68,Copenhagen,Entire Standard,Entire,Standard
11184,within a few hours,100%,85%,t,2.0,2.0,t,Vesterbro-Kongens Enghave,Entire Standard,Entire home/apt,5.0,1.0,1 bath,4.0,4.0,1597.0,4,70.0,4.0,4.0,70.0,70.0,4.0,70.0,t,3.0,4.0,5.0,124.0,7.0,4.0,0.0,5,4.0,32.0,51104.0,5.0,4.71,4.57,5.0,5.0,5.0,4.57,f,1.0,1.0,0.0,0.0,1.69,Copenhagen,Entire Standard,Entire,Standard
11188,within a day,100%,67%,f,1.0,2.0,t,Frederiksberg,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1200.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,8.0,8.0,8.0,38.0,2.0,2.0,1.0,38,1.0,12.0,14400.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.76,Copenhagen,Entire Standard,Entire,Standard
11189,within a day,100%,100%,f,1.0,2.0,t,Østerbro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,900.0,3,14.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,16.0,16.0,16.0,16.0,10.0,0.0,0.0,16,9.0,0.0,0.0,4.8,4.9,4.8,4.8,4.8,5.0,4.8,t,1.0,1.0,0.0,0.0,3.47,Copenhagen,Entire Standard,Entire,Standard
11190,within a few hours,100%,83%,t,1.0,1.0,t,Amager Vest,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,1.0,638.0,4,90.0,3.0,5.0,90.0,90.0,5.0,90.0,t,0.0,1.0,1.0,8.0,21.0,9.0,1.0,8,10.0,72.0,45936.0,5.0,4.95,4.95,4.95,5.0,4.95,4.81,f,1.0,1.0,0.0,0.0,1.11,Copenhagen,Entire Standard,Entire,Standard
11197,a few days or more,37%,11%,f,1.0,1.0,t,Bispebjerg,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,858.0,2,6.0,2.0,2.0,6.0,6.0,2.0,6.0,t,8.0,12.0,29.0,114.0,16.0,8.0,0.0,114,8.0,48.0,41184.0,4.75,4.69,4.69,4.13,4.81,4.56,4.38,f,1.0,1.0,0.0,0.0,3.32,Copenhagen,Entire Standard,Entire,Standard
11198,within a few hours,100%,0%,f,1.0,1.0,t,Valby,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,950.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,28.0,58.0,88.0,363.0,4.0,0.0,0.0,186,0.0,0.0,0.0,5.0,5.0,5.0,4.5,5.0,4.5,5.0,f,1.0,1.0,0.0,0.0,4.44,Copenhagen,Entire Standard,Entire,Standard
11199,within a day,100%,33%,f,1.0,1.0,t,Brønshøj-Husum,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,2.0,1050.0,5,365.0,5.0,5.0,365.0,365.0,5.0,365.0,t,0.0,0.0,0.0,45.0,2.0,1.0,0.0,9,1.0,10.0,10500.0,4.5,4.5,4.5,4.5,5.0,4.5,4.5,f,1.0,1.0,0.0,0.0,5.29,Copenhagen,Entire Standard,Entire,Standard
11202,within a few hours,100%,85%,t,2.0,5.0,t,Amager Vest,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,4.0,1250.0,4,365.0,4.0,4.0,365.0,365.0,4.0,365.0,t,21.0,26.0,34.0,34.0,13.0,6.0,0.0,34,6.0,48.0,60000.0,4.46,4.46,4.46,4.69,4.92,4.85,4.46,f,1.0,1.0,0.0,0.0,4.76,Copenhagen,Entire Standard,Entire,Standard
11211,within an hour,100%,67%,f,1.0,1.0,t,Nørrebro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,846.0,1,365.0,1.0,4.0,365.0,365.0,1.4,365.0,t,4.0,4.0,4.0,4.0,16.0,1.0,0.0,4,1.0,6.0,5076.0,4.81,4.88,4.63,4.94,4.94,4.75,4.75,f,1.0,1.0,0.0,0.0,3.17,Copenhagen,Entire Standard,Entire,Standard
11215,a few days or more,20%,8%,f,1.0,1.0,f,Indre By,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,6.0,2000.0,4,30.0,4.0,4.0,30.0,30.0,4.0,30.0,t,23.0,37.0,63.0,63.0,1.0,0.0,0.0,63,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.83,Copenhagen,Entire Standard,Entire,Standard
11219,within a day,90%,13%,f,1.0,1.0,t,Bispebjerg,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,810.0,3,60.0,3.0,3.0,60.0,60.0,3.0,60.0,t,2.0,8.0,8.0,187.0,14.0,7.0,1.0,8,7.0,42.0,34020.0,4.71,4.71,4.21,4.86,4.93,4.64,4.29,f,1.0,1.0,0.0,0.0,3.32,Copenhagen,Entire Standard,Entire,Standard
11220,within an hour,100%,91%,t,1.0,1.0,t,Indre By,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,2231.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,11.0,19.0,38.0,313.0,31.0,11.0,2.0,136,14.0,66.0,147246.0,5.0,5.0,4.97,5.0,5.0,5.0,4.94,f,1.0,1.0,0.0,0.0,1.53,Copenhagen,Entire Standard,Entire,Standard
11221,a few days or more,33%,0%,f,1.0,1.0,t,Nørrebro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,0.0,1046.0,10,365.0,10.0,10.0,365.0,365.0,10.0,365.0,t,29.0,59.0,89.0,89.0,1.0,0.0,0.0,89,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.63,Copenhagen,Entire Standard,Entire,Standard
11223,within a day,100%,93%,f,1.0,1.0,t,Indre By,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,0.0,1305.0,3,90.0,4.0,7.0,90.0,90.0,6.8,90.0,t,1.0,8.0,8.0,8.0,12.0,6.0,0.0,8,12.0,36.0,46980.0,5.0,4.92,5.0,4.92,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.68,Copenhagen,Entire Standard,Entire,Standard
11225,within a day,70%,49%,f,3.0,5.0,t,Østerbro,Entire Standard,Entire home/apt,8.0,1.0,1 bath,3.0,4.0,3150.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,30.0,60.0,88.0,363.0,8.0,1.0,0.0,185,1.0,6.0,18900.0,4.88,5.0,4.75,4.88,4.63,5.0,4.75,f,3.0,1.0,2.0,0.0,2.77,Copenhagen,Entire Standard,Entire,Standard
11227,within an hour,100%,100%,f,14.0,14.0,t,Amager Vest,Hotel,Private room,1.0,1.0,1 private bath,1.0,1.0,496.0,7,365.0,7.0,7.0,365.0,365.0,7.0,365.0,t,0.0,0.0,0.0,179.0,5.0,2.0,0.0,0,2.0,28.0,13888.0,4.6,4.8,4.6,4.6,4.6,4.6,4.6,t,14.0,0.0,14.0,0.0,4.89,Copenhagen,Hotel,Hotel,Hotel
11228,within an hour,100%,100%,f,14.0,14.0,t,Amager Vest,Hotel,Private room,1.0,1.0,1 private bath,1.0,1.0,496.0,7,365.0,7.0,7.0,365.0,365.0,7.0,365.0,t,0.0,0.0,0.0,179.0,6.0,2.0,0.0,0,4.0,28.0,13888.0,4.33,4.5,4.5,4.67,4.33,4.33,4.33,t,14.0,0.0,14.0,0.0,5.02,Copenhagen,Hotel,Hotel,Hotel
11229,within an hour,100%,100%,f,14.0,14.0,t,Amager Vest,Hotel,Private room,1.0,1.0,1 private bath,1.0,1.0,496.0,7,365.0,7.0,7.0,365.0,365.0,7.0,365.0,t,0.0,0.0,0.0,179.0,10.0,5.0,1.0,0,4.0,70.0,34720.0,4.6,4.5,4.6,4.9,4.7,4.4,4.4,t,14.0,0.0,14.0,0.0,5.1,Copenhagen,Hotel,Hotel,Hotel
11230,within a day,100%,67%,f,1.0,2.0,t,Indre By,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,3.0,1616.0,4,27.0,1.0,4.0,27.0,27.0,4.0,27.0,t,3.0,5.0,5.0,56.0,17.0,3.0,0.0,56,7.0,24.0,38784.0,4.94,4.94,4.76,4.76,4.88,4.88,4.65,f,1.0,1.0,0.0,0.0,0.66,Copenhagen,Entire Standard,Entire,Standard
11231,within an hour,100%,78%,f,1.0,3.0,t,Vesterbro-Kongens Enghave,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1000.0,7,31.0,3.0,21.0,31.0,31.0,14.2,31.0,t,15.0,27.0,52.0,57.0,7.0,6.0,1.0,57,6.0,84.0,84000.0,5.0,5.0,5.0,4.86,5.0,5.0,4.86,f,1.0,1.0,0.0,0.0,1.47,Copenhagen,Entire Standard,Entire,Standard
11233,within an hour,100%,100%,t,1.0,1.0,t,Nørrebro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1200.0,2,365.0,2.0,3.0,365.0,365.0,2.0,365.0,t,6.0,6.0,6.0,6.0,16.0,5.0,2.0,6,7.0,30.0,36000.0,5.0,5.0,4.88,5.0,5.0,5.0,4.94,f,1.0,1.0,0.0,0.0,1.45,Copenhagen,Entire Standard,Entire,Standard
11237,within a few hours,100%,73%,f,1.0,1.0,t,Vesterbro-Kongens Enghave,Entire Standard,Entire home/apt,4.0,1.0,1 bath,3.0,3.0,990.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,3.0,4.0,4.0,189.0,21.0,10.0,0.0,14,9.0,60.0,59400.0,4.81,4.9,4.48,4.86,5.0,4.95,5.0,f,1.0,1.0,0.0,0.0,1.6,Copenhagen,Entire Standard,Entire,Standard
11238,within an hour,95%,93%,f,8.0,8.0,t,Østerbro,Entire Standard,Entire home/apt,8.0,2.0,2 baths,3.0,3.0,2501.0,1,365.0,1.0,3.0,1125.0,1125.0,2.6,1125.0,t,6.0,14.0,28.0,43.0,61.0,17.0,3.0,43,21.0,102.0,255102.0,4.7,4.89,4.66,4.89,4.79,4.89,4.62,t,8.0,8.0,0.0,0.0,2.41,Copenhagen,Entire Standard,Entire,Standard
11239,within a day,90%,72%,t,1.0,1.0,t,Indre By,Entire Standard,Entire home/apt,4.0,1.5,1.5 baths,2.0,2.0,1646.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,22.0,39.0,60.0,324.0,42.0,13.0,3.0,153,14.0,78.0,128388.0,4.74,4.71,4.19,4.93,4.98,4.95,4.64,f,1.0,1.0,0.0,0.0,0.67,Copenhagen,Entire Standard,Entire,Standard
11244,within an hour,100%,100%,f,1.0,1.0,t,Vesterbro-Kongens Enghave,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1346.0,5,365.0,5.0,5.0,365.0,365.0,5.0,365.0,t,0.0,0.0,0.0,141.0,1.0,0.0,0.0,0,0.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.01,Copenhagen,Entire Standard,Entire,Standard
11245,within an hour,100%,100%,t,14.0,23.0,t,Indre By,Entire Standard,Entire home/apt,6.0,1.0,1 bath,2.0,3.0,2781.0,3,365.0,1.0,3.0,365.0,365.0,3.0,365.0,t,4.0,16.0,38.0,297.0,76.0,16.0,1.0,119,31.0,96.0,266976.0,4.95,4.92,4.89,4.82,4.95,4.92,4.79,t,10.0,10.0,0.0,0.0,0.41,Copenhagen,Entire Standard,Entire,Standard
11251,within an hour,100%,78%,f,1.0,1.0,t,Indre By,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1200.0,6,365.0,2.0,6.0,365.0,365.0,6.0,365.0,t,4.0,8.0,8.0,8.0,8.0,5.0,0.0,8,2.0,60.0,72000.0,5.0,5.0,5.0,4.75,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.75,Copenhagen,Entire Standard,Entire,Standard
11257,a few days or more,0%,5%,f,1.0,1.0,t,Indre By,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1700.0,3,35.0,3.0,3.0,35.0,35.0,3.0,35.0,t,24.0,30.0,55.0,231.0,11.0,3.0,0.0,144,6.0,18.0,30600.0,5.0,5.0,5.0,5.0,4.91,5.0,4.82,f,1.0,1.0,0.0,0.0,1.33,Copenhagen,Entire Standard,Entire,Standard
11259,within a day,57%,11%,f,1.0,3.0,t,Vesterbro-Kongens Enghave,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,0.0,1995.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,8.0,25.0,55.0,55.0,1.0,0.0,0.0,55,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.7,Copenhagen,Entire Standard,Entire,Standard
11262,within a few hours,100%,13%,f,1.0,1.0,t,Indre By,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1000.0,3,10.0,3.0,3.0,10.0,10.0,3.0,10.0,t,0.0,11.0,37.0,37.0,13.0,1.0,0.0,37,5.0,6.0,6000.0,4.77,4.69,4.46,5.0,5.0,4.92,4.77,f,1.0,1.0,0.0,0.0,2.88,Copenhagen,Entire Standard,Entire,Standard
11265,within a few hours,80%,33%,f,2.0,3.0,t,Amager Øst,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1152.0,2,365.0,1.0,3.0,365.0,365.0,2.7,365.0,t,29.0,54.0,80.0,170.0,11.0,3.0,2.0,170,2.0,18.0,20736.0,4.91,4.82,4.64,5.0,5.0,4.91,4.82,f,1.0,1.0,0.0,0.0,4.12,Copenhagen,Entire Standard,Entire,Standard
11272,within a few hours,100%,52%,t,1.0,1.0,t,Bispebjerg,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,832.0,2,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,12.0,12.0,12.0,152.0,23.0,8.0,3.0,43,5.0,48.0,39936.0,4.83,4.78,4.83,4.74,4.78,4.87,4.83,f,1.0,1.0,0.0,0.0,3.74,Copenhagen,Entire Standard,Entire,Standard
11273,within an hour,100%,100%,t,1.0,1.0,t,Vesterbro-Kongens Enghave,Entire Standard,Entire home/apt,6.0,1.0,1 bath,2.0,4.0,2878.0,3,1125.0,1.0,3.0,1125.0,1125.0,2.9,1125.0,t,6.0,6.0,19.0,240.0,76.0,22.0,0.0,78,28.0,132.0,379896.0,4.97,4.95,4.95,4.97,5.0,4.99,4.88,f,1.0,1.0,0.0,0.0,2.46,Copenhagen,Entire Standard,Entire,Standard
11276,within an hour,100%,92%,f,1.0,1.0,t,Østerbro,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,1.0,944.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,3.0,3.0,3.0,90.0,67.0,10.0,5.0,3,18.0,60.0,56640.0,4.76,4.88,4.54,4.76,4.88,4.69,4.72,f,1.0,1.0,0.0,0.0,4.07,Copenhagen,Entire Standard,Entire,Standard
11278,a few days or more,0%,7%,f,1.0,5.0,t,Indre By,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,1.0,2758.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,14.0,42.0,68.0,343.0,16.0,1.0,0.0,164,3.0,6.0,16548.0,5.0,4.94,4.63,4.94,5.0,5.0,4.75,f,1.0,1.0,0.0,0.0,0.41,Copenhagen,Entire Standard,Entire,Standard
11288,within a day,100%,20%,f,1.0,1.0,t,Vesterbro-Kongens Enghave,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1076.0,5,14.0,5.0,5.0,14.0,14.0,5.0,14.0,t,13.0,17.0,21.0,110.0,7.0,3.0,0.0,110,5.0,30.0,32280.0,5.0,4.71,4.57,5.0,5.0,5.0,4.86,f,1.0,1.0,0.0,0.0,1.35,Copenhagen,Entire Standard,Entire,Standard
11289,a few days or more,25%,15%,f,1.0,1.0,t,Indre By,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1425.0,10,18.0,5.0,5.0,18.0,18.0,5.0,18.0,t,5.0,13.0,37.0,312.0,7.0,1.0,0.0,135,3.0,20.0,28500.0,5.0,5.0,5.0,5.0,5.0,5.0,4.86,f,1.0,1.0,0.0,0.0,1.48,Copenhagen,Entire Standard,Entire,Standard
11299,a few days or more,30%,29%,f,1.0,1.0,t,Amager Vest,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1575.0,3,7.0,3.0,3.0,7.0,7.0,3.0,7.0,t,28.0,43.0,73.0,73.0,3.0,3.0,0.0,73,3.0,18.0,28350.0,5.0,5.0,5.0,5.0,4.67,5.0,4.67,f,1.0,1.0,0.0,0.0,2.37,Copenhagen,Entire Standard,Entire,Standard
11300,a few days or more,0%,0%,f,1.0,1.0,t,Amager Vest,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,936.0,4,1125.0,4.0,4.0,1125.0,1125.0,4.0,1125.0,t,15.0,42.0,68.0,343.0,2.0,1.0,0.0,166,1.0,8.0,7488.0,4.5,4.5,4.0,4.5,4.5,4.5,4.5,f,1.0,1.0,0.0,0.0,4.31,Copenhagen,Entire Standard,Entire,Standard
11301,within a day,100%,71%,f,1.0,1.0,t,Nørrebro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1200.0,5,365.0,5.0,5.0,365.0,365.0,5.0,365.0,t,10.0,10.0,12.0,12.0,12.0,4.0,3.0,12,3.0,40.0,48000.0,5.0,5.0,5.0,5.0,5.0,4.92,5.0,f,1.0,1.0,0.0,0.0,1.6,Copenhagen,Entire Standard,Entire,Standard
11302,within a day,100%,29%,f,1.0,1.0,t,Amager Vest,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,893.0,2,50.0,1.0,2.0,50.0,50.0,2.0,50.0,t,17.0,17.0,36.0,37.0,5.0,5.0,2.0,37,2.0,30.0,26790.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.26,Copenhagen,Entire Standard,Entire,Standard
11307,a few days or more,6%,2%,f,1.0,2.0,t,Amager Vest,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,438.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,5.0,8.0,14.0,253.0,1.0,0.0,0.0,82,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,4.14,Copenhagen,Entire Standard,Entire,Standard
11310,a few days or more,13%,33%,f,1.0,1.0,t,Nørrebro,Hotel,Private room,5.0,1.0,1 shared bath,1.0,1.0,1357.0,1,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,26.0,53.0,83.0,358.0,6.0,3.0,2.0,180,1.0,18.0,24426.0,4.5,4.5,3.67,4.5,4.5,4.83,4.17,f,1.0,0.0,1.0,0.0,2.35,Copenhagen,Hotel,Hotel,Hotel
11311,within a day,100%,50%,f,1.0,1.0,t,Vanløse,Entire Standard,Entire home/apt,5.0,2.0,2 baths,3.0,4.0,1799.0,7,365.0,7.0,7.0,365.0,365.0,7.0,365.0,t,7.0,7.0,7.0,201.0,6.0,0.0,0.0,24,0.0,0.0,0.0,4.83,5.0,4.67,4.83,5.0,4.5,5.0,f,1.0,1.0,0.0,0.0,5.13,Copenhagen,Entire Standard,Entire,Standard
11312,within an hour,100%,99%,f,5.0,5.0,t,Indre By,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1462.0,2,1125.0,1.0,3.0,1125.0,1125.0,2.6,1125.0,t,2.0,13.0,33.0,294.0,97.0,30.0,1.0,116,45.0,180.0,263160.0,4.38,4.29,4.48,4.65,4.72,4.85,4.25,f,5.0,5.0,0.0,0.0,0.28,Copenhagen,Entire Standard,Entire,Standard
11313,within an hour,100%,99%,f,5.0,5.0,t,Indre By,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1504.0,2,1125.0,1.0,3.0,1125.0,1125.0,2.6,1125.0,t,8.0,25.0,52.0,323.0,95.0,23.0,3.0,145,33.0,138.0,207552.0,4.24,4.42,4.08,4.67,4.73,4.84,4.16,f,5.0,5.0,0.0,0.0,0.28,Copenhagen,Entire Standard,Entire,Standard
11315,within a day,60%,18%,f,1.0,2.0,t,Vesterbro-Kongens Enghave,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,0.0,1010.0,4,21.0,1.0,4.0,21.0,21.0,3.9,21.0,t,1.0,10.0,18.0,36.0,6.0,3.0,1.0,26,2.0,24.0,24240.0,5.0,5.0,5.0,4.83,5.0,5.0,4.83,f,1.0,1.0,0.0,0.0,2.24,Copenhagen,Entire Standard,Entire,Standard
11318,within a day,100%,27%,f,1.0,1.0,t,Østerbro,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1870.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,1.0,3.0,33.0,308.0,2.0,2.0,0.0,130,0.0,12.0,22440.0,5.0,5.0,4.5,4.5,5.0,5.0,4.0,f,1.0,1.0,0.0,0.0,3.14,Copenhagen,Entire Standard,Entire,Standard
11324,within a day,90%,50%,f,1.0,1.0,t,Østerbro,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,1.0,1216.0,1,20.0,1.0,1.0,20.0,20.0,1.0,20.0,t,1.0,1.0,1.0,1.0,6.0,0.0,0.0,1,0.0,0.0,0.0,5.0,4.83,4.67,4.83,5.0,5.0,4.83,f,1.0,1.0,0.0,0.0,2.16,Copenhagen,Entire Standard,Entire,Standard
11325,within a day,100%,100%,f,1.0,2.0,t,Nørrebro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,855.0,4,18.0,4.0,8.0,18.0,18.0,4.1,18.0,t,14.0,14.0,14.0,14.0,6.0,1.0,0.0,14,1.0,8.0,6840.0,5.0,5.0,4.67,5.0,5.0,5.0,4.83,f,1.0,1.0,0.0,0.0,2.34,Copenhagen,Entire Standard,Entire,Standard
11329,within a few hours,100%,80%,f,1.0,1.0,t,Nørrebro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1427.0,3,14.0,3.0,3.0,14.0,14.0,3.0,14.0,t,0.0,0.0,4.0,69.0,15.0,0.0,0.0,69,5.0,0.0,0.0,5.0,5.0,4.6,4.93,5.0,5.0,4.8,f,1.0,1.0,0.0,0.0,2.11,Copenhagen,Entire Standard,Entire,Standard
11331,within a day,60%,42%,f,1.0,1.0,t,Vesterbro-Kongens Enghave,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1140.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,15.0,35.0,60.0,240.0,11.0,2.0,0.0,157,4.0,12.0,13680.0,5.0,5.0,4.73,5.0,5.0,4.91,4.82,f,1.0,1.0,0.0,0.0,1.05,Copenhagen,Entire Standard,Entire,Standard
11332,within an hour,100%,90%,f,1.0,1.0,t,Nørrebro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,768.0,1,7.0,1.0,3.0,7.0,7.0,1.1,7.0,t,0.0,1.0,5.0,5.0,15.0,6.0,0.0,5,4.0,36.0,27648.0,4.93,4.93,4.87,4.93,4.93,4.93,4.93,f,1.0,1.0,0.0,0.0,3.14,Copenhagen,Entire Standard,Entire,Standard
