,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price_local,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,distance_to_center_km,city,property_type_grouped,property_privacy_level,property_category,has_reviews
12379,within an hour,95%,93%,f,8.0,8.0,t,Indre By,55.6814354,12.5904276,Entire Standard,Entire home/apt,10.0,1.5,1.5 baths,4.0,5.0,3986.0,1,365.0,1.0,3.0,1125.0,1125.0,2.5,1125.0,t,2.0,8.0,15.0,22.0,68.0,33.0,4.0,22,31.0,198.0,789228.0,4.65,4.79,4.51,4.6,4.81,4.97,4.65,t,8.0,8.0,0.0,0.0,1.51,Copenhagen,Entire Standard,Entire,Standard,1
12381,within a day,70%,21%,f,1.0,1.0,t,Bispebjerg,55.70655714086288,12.528775487875553,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,790.0,3,20.0,3.0,5.0,20.0,20.0,3.1,20.0,t,5.0,9.0,34.0,53.0,10.0,10.0,1.0,53,2.0,60.0,47400.0,5.0,4.9,4.7,4.9,4.9,4.6,4.8,f,1.0,1.0,0.0,0.0,4.2,Copenhagen,Entire Standard,Entire,Standard,1
12384,within a few hours,100%,91%,f,1.0,1.0,t,Amager Vest,55.64561894383128,12.590586841106417,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,4.0,1326.0,2,21.0,2.0,3.0,21.0,21.0,2.1,21.0,t,0.0,0.0,0.0,11.0,8.0,3.0,0.0,8,3.0,18.0,23868.0,4.75,5.0,4.5,4.88,5.0,4.88,4.38,f,1.0,1.0,0.0,0.0,3.67,Copenhagen,Entire Standard,Entire,Standard,1
12389,within an hour,100%,80%,f,1.0,1.0,t,Amager Øst,55.6618714077491,12.616152417397249,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,968.0,3,21.0,2.0,3.0,21.0,21.0,3.0,21.0,t,8.0,9.0,9.0,9.0,3.0,1.0,0.0,9,1.0,6.0,5808.0,5.0,5.0,5.0,5.0,5.0,4.67,4.67,f,1.0,1.0,0.0,0.0,3.39,Copenhagen,Entire Standard,Entire,Standard,1
12393,within a few hours,90%,42%,f,1.0,3.0,t,Indre By,55.68423,12.56628,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,3.0,2500.0,1,14.0,1.0,1.0,14.0,14.0,1.0,14.0,t,25.0,38.0,60.0,150.0,21.0,14.0,2.0,150,16.0,84.0,210000.0,4.81,4.71,4.86,4.52,4.86,4.95,4.62,f,1.0,1.0,0.0,0.0,0.91,Copenhagen,Entire Standard,Entire,Standard,1
12394,within a day,100%,100%,f,1.0,1.0,t,Vesterbro-Kongens Enghave,55.66981,12.55875,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2500.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,4.0,7.0,7.0,7.0,3.0,0.0,0.0,7,0.0,0.0,0.0,5.0,5.0,5.0,4.33,4.67,5.0,5.0,f,1.0,1.0,0.0,0.0,0.92,Copenhagen,Entire Standard,Entire,Standard,1
12397,within a few hours,100%,0%,f,1.0,2.0,t,Vesterbro-Kongens Enghave,55.6648823,12.5536273,Hotel,Private room,2.0,2.0,2 baths,1.0,1.0,360.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,0.0,0.0,25.0,300.0,13.0,0.0,0.0,122,0.0,0.0,0.0,4.38,4.69,4.08,4.69,4.15,4.77,4.54,f,1.0,0.0,1.0,0.0,1.55,Copenhagen,Hotel,Hotel,Hotel,1
12398,within an hour,100%,100%,t,1.0,2.0,t,Vesterbro-Kongens Enghave,55.66535,12.54791,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1285.0,2,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,6.0,8.0,8.0,8.0,19.0,11.0,2.0,8,10.0,66.0,84810.0,4.95,5.0,4.95,5.0,4.95,4.84,4.84,f,1.0,1.0,0.0,0.0,1.75,Copenhagen,Entire Standard,Entire,Standard,1
12401,within an hour,100%,100%,t,1.0,1.0,t,Vesterbro-Kongens Enghave,55.66593641141177,12.549552702916593,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,4.0,2120.0,4,60.0,3.0,4.0,1125.0,1125.0,4.0,1125.0,t,1.0,6.0,13.0,13.0,45.0,16.0,3.0,13,21.0,128.0,271360.0,4.87,4.93,4.87,4.93,4.93,4.96,4.73,f,1.0,1.0,0.0,0.0,1.63,Copenhagen,Entire Standard,Entire,Standard,1
12402,within a few hours,100%,59%,t,2.0,2.0,t,Vanløse,55.6904645,12.512525,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,2.0,952.0,2,30.0,2.0,2.0,30.0,30.0,2.0,30.0,t,6.0,9.0,21.0,21.0,20.0,10.0,2.0,21,8.0,60.0,57120.0,4.85,4.9,4.75,4.85,4.95,4.6,4.7,f,2.0,1.0,1.0,0.0,3.84,Copenhagen,Entire Standard,Entire,Standard,1
12403,within a few hours,100%,60%,f,1.0,1.0,t,Nørrebro,55.69533449999999,12.5452061,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,850.0,30,48.0,1.0,30.0,48.0,48.0,29.9,48.0,t,12.0,15.0,30.0,30.0,1.0,0.0,0.0,30,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.58,Copenhagen,Entire Standard,Entire,Standard,1
12404,within an hour,100%,57%,f,1.0,1.0,t,Bispebjerg,55.70241098588899,12.526866272861254,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,2.0,900.0,4,25.0,4.0,4.0,25.0,25.0,4.0,25.0,t,6.0,7.0,7.0,7.0,4.0,3.0,0.0,7,3.0,24.0,21600.0,5.0,5.0,4.75,5.0,5.0,4.75,4.75,f,1.0,1.0,0.0,0.0,3.91,Copenhagen,Entire Standard,Entire,Standard,1
12407,within a few hours,100%,21%,f,1.0,1.0,t,Vesterbro-Kongens Enghave,55.6662226,12.5566338,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1753.0,2,21.0,2.0,2.0,21.0,21.0,2.0,21.0,t,12.0,17.0,17.0,17.0,12.0,1.0,0.0,17,6.0,6.0,10518.0,4.92,5.0,4.42,4.83,4.92,5.0,4.92,f,1.0,1.0,0.0,0.0,1.32,Copenhagen,Entire Standard,Entire,Standard,1
12412,within a day,100%,86%,t,1.0,2.0,t,Amager Vest,55.6572653,12.5662733,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1700.0,2,62.0,1.0,5.0,62.0,62.0,3.6,62.0,t,10.0,10.0,10.0,197.0,21.0,8.0,2.0,51,11.0,48.0,81600.0,4.95,5.0,5.0,5.0,5.0,4.95,4.95,f,1.0,1.0,0.0,0.0,2.1,Copenhagen,Entire Standard,Entire,Standard,1
12415,within a day,100%,53%,f,1.0,1.0,t,Frederiksberg,55.68564,12.52608,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1500.0,3,30.0,3.0,3.0,30.0,30.0,3.0,30.0,t,13.0,30.0,60.0,150.0,27.0,8.0,0.0,150,11.0,48.0,72000.0,4.89,5.0,4.81,5.0,4.93,4.96,4.67,f,1.0,1.0,0.0,0.0,2.85,Copenhagen,Entire Standard,Entire,Standard,1
12418,within an hour,99%,100%,f,9.0,9.0,t,Indre By,55.6782707,12.5786533,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,3.0,2102.0,1,365.0,1.0,3.0,1125.0,1125.0,2.6,1125.0,t,8.0,31.0,61.0,331.0,74.0,35.0,6.0,152,35.0,210.0,441420.0,4.64,4.7,4.64,4.84,4.8,4.78,4.54,t,9.0,9.0,0.0,0.0,0.69,Copenhagen,Entire Standard,Entire,Standard,1
12419,within a day,50%,60%,f,1.0,1.0,t,Bispebjerg,55.72440645430529,12.533734738826752,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,2.0,924.0,6,15.0,1.0,5.0,15.0,15.0,5.0,15.0,t,3.0,3.0,3.0,3.0,7.0,4.0,0.0,3,2.0,48.0,44352.0,5.0,5.0,4.86,4.86,5.0,5.0,4.86,f,1.0,1.0,0.0,0.0,5.79,Copenhagen,Entire Standard,Entire,Standard,1
12421,a few days or more,0%,0%,f,1.0,1.0,t,Frederiksberg,55.6819,12.55029,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,2.0,1620.0,3,40.0,3.0,3.0,40.0,40.0,3.0,40.0,t,27.0,54.0,84.0,174.0,1.0,0.0,0.0,174,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.3,Copenhagen,Entire Standard,Entire,Standard,1
12422,within an hour,99%,100%,f,9.0,9.0,t,Indre By,55.67826119999999,12.5786241,Entire Standard,Entire home/apt,5.0,1.0,1 bath,2.0,2.0,2067.0,1,365.0,1.0,3.0,1125.0,1125.0,2.6,1125.0,t,7.0,33.0,63.0,335.0,53.0,22.0,7.0,156,29.0,132.0,272844.0,4.43,4.34,4.64,4.89,4.75,4.89,4.26,t,9.0,9.0,0.0,0.0,0.69,Copenhagen,Entire Standard,Entire,Standard,1
12424,within an hour,100%,96%,t,1.0,1.0,t,Amager Vest,55.638878141144325,12.590262117268091,Hotel,Private room,4.0,0.5,Shared half-bath,1.0,1.0,493.0,1,8.0,1.0,1.0,8.0,8.0,1.0,8.0,t,8.0,26.0,55.0,55.0,145.0,77.0,2.0,55,80.0,255.0,125715.0,4.94,4.92,4.82,4.96,4.98,4.78,4.82,f,1.0,0.0,1.0,0.0,4.36,Copenhagen,Hotel,Hotel,Hotel,1
12427,within a few hours,100%,100%,f,1.0,1.0,t,Frederiksberg,55.6832858,12.5533309,Entire Standard,Entire home/apt,4.0,1.0,1 bath,3.0,3.0,1800.0,6,14.0,6.0,6.0,14.0,14.0,6.0,14.0,t,14.0,14.0,14.0,23.0,5.0,2.0,0.0,23,3.0,24.0,43200.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.23,Copenhagen,Entire Standard,Entire,Standard,1
12428,within a day,100%,33%,f,1.0,2.0,t,Østerbro,55.71287,12.56885,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1150.0,2,6.0,2.0,2.0,6.0,6.0,2.0,6.0,t,24.0,24.0,24.0,24.0,1.0,1.0,1.0,24,0.0,6.0,6900.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,4.09,Copenhagen,Entire Standard,Entire,Standard,1
12430,within a few hours,100%,86%,f,1.0,1.0,t,Amager Øst,55.66815,12.59735,Hotel,Private room,2.0,0.0,0 shared baths,0.0,1.0,879.0,2,14.0,2.0,7.0,14.0,14.0,2.2,14.0,t,23.0,53.0,83.0,174.0,15.0,3.0,1.0,174,5.0,18.0,15822.0,4.2,4.0,4.0,4.2,4.73,4.73,3.87,f,1.0,0.0,1.0,0.0,2.02,Copenhagen,Hotel,Hotel,Hotel,1
12431,within a few hours,100%,25%,f,1.0,3.0,t,Frederiksberg,55.678501812904294,12.534210057730276,Entire Standard,Entire home/apt,6.0,1.0,1 bath,4.0,5.0,2359.0,5,30.0,5.0,5.0,30.0,30.0,5.0,30.0,t,28.0,32.0,32.0,274.0,3.0,1.0,0.0,103,2.0,10.0,23590.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.15,Copenhagen,Entire Standard,Entire,Standard,1
12432,within a day,100%,46%,f,2.0,2.0,t,Amager Vest,55.65713,12.56763,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,3.0,2195.0,5,365.0,5.0,5.0,365.0,365.0,5.0,365.0,t,19.0,21.0,21.0,21.0,1.0,1.0,0.0,21,1.0,10.0,21950.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.11,Copenhagen,Entire Standard,Entire,Standard,1
12433,within a few hours,80%,80%,f,1.0,3.0,t,Amager Vest,55.65928,12.59911,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,675.0,2,15.0,2.0,6.0,15.0,15.0,2.2,15.0,t,10.0,10.0,10.0,10.0,32.0,17.0,3.0,10,13.0,102.0,68850.0,4.94,5.0,4.88,4.94,4.97,4.75,4.88,f,1.0,1.0,0.0,0.0,2.69,Copenhagen,Entire Standard,Entire,Standard,1
12435,within a few hours,100%,36%,f,1.0,1.0,t,Nørrebro,55.699476040539096,12.538826282379446,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1200.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,6.0,12.0,23.0,78.0,8.0,3.0,1.0,78,0.0,18.0,21600.0,4.88,4.63,4.63,4.88,4.75,4.75,4.5,f,1.0,1.0,0.0,0.0,3.19,Copenhagen,Entire Standard,Entire,Standard,1
12436,within a day,100%,67%,f,1.0,1.0,t,Bispebjerg,55.70083570645279,12.521899488171202,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,1.0,900.0,3,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,7.0,7.0,7.0,7.0,6.0,1.0,0.0,7,6.0,6.0,5400.0,4.83,5.0,4.83,5.0,5.0,4.33,5.0,f,1.0,1.0,0.0,0.0,4.0,Copenhagen,Entire Standard,Entire,Standard,1
12438,within an hour,99%,100%,f,251.0,716.0,t,Indre By,55.67231376567947,12.58895024054373,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1379.0,1,1125.0,1.0,3.0,3.0,1125.0,2.0,565.1,t,9.0,11.0,11.0,11.0,3.0,1.0,0.0,11,1.0,6.0,8274.0,5.0,5.0,5.0,5.0,4.67,5.0,5.0,f,247.0,247.0,0.0,0.0,1.36,Copenhagen,Entire Standard,Entire,Standard,1
12441,a few days or more,17%,10%,f,1.0,3.0,t,Vesterbro-Kongens Enghave,55.66795,12.54529,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1360.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,28.0,58.0,63.0,63.0,9.0,0.0,0.0,63,4.0,0.0,0.0,4.56,4.78,4.0,4.89,4.89,5.0,4.56,f,1.0,1.0,0.0,0.0,1.7,Copenhagen,Entire Standard,Entire,Standard,1
12443,within an hour,100%,100%,t,3.0,4.0,t,Amager Vest,55.663883494494094,12.582829785686457,Hotel,Private room,2.0,1.0,1 shared bath,1.0,1.0,582.0,4,45.0,4.0,4.0,45.0,45.0,4.0,45.0,t,5.0,22.0,24.0,24.0,63.0,34.0,2.0,24,41.0,255.0,148410.0,4.9,4.9,4.62,5.0,4.97,4.86,4.83,t,3.0,2.0,1.0,0.0,1.64,Copenhagen,Hotel,Hotel,Hotel,1
12444,a few days or more,0%,0%,f,1.0,2.0,t,Frederiksberg,55.68302262384161,12.533918166607256,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1710.0,2,30.0,2.0,2.0,30.0,30.0,2.0,30.0,t,29.0,59.0,89.0,364.0,3.0,0.0,0.0,186,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.67,4.67,f,1.0,1.0,0.0,0.0,2.29,Copenhagen,Entire Standard,Entire,Standard,1
12445,within an hour,100%,91%,t,2.0,2.0,t,Amager Vest,55.63286764016866,12.588219121098518,Entire Standard,Entire home/apt,3.0,1.0,1 bath,3.0,3.0,1500.0,2,50.0,1.0,2.0,50.0,50.0,2.0,50.0,t,8.0,18.0,30.0,113.0,13.0,13.0,0.0,77,7.0,78.0,117000.0,4.85,4.85,4.85,5.0,5.0,4.92,4.85,f,2.0,2.0,0.0,0.0,4.97,Copenhagen,Entire Standard,Entire,Standard,1
12447,within a few hours,100%,67%,f,1.0,3.0,t,Frederiksberg,55.69230395698951,12.532109948277222,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,1.0,810.0,5,365.0,2.0,5.0,365.0,365.0,5.0,365.0,t,0.0,2.0,10.0,51.0,22.0,7.0,0.0,51,9.0,70.0,56700.0,4.86,4.82,4.76,4.91,5.0,4.86,4.68,f,1.0,1.0,0.0,0.0,2.9,Copenhagen,Entire Standard,Entire,Standard,1
12451,within a few hours,100%,25%,f,1.0,2.0,t,Indre By,55.6908195,12.5722267,Entire Standard,Entire home/apt,2.0,0.0,0 baths,0.0,1.0,1060.0,2,23.0,2.0,2.0,23.0,23.0,2.0,23.0,t,0.0,0.0,1.0,32.0,5.0,3.0,0.0,1,4.0,18.0,19080.0,5.0,5.0,4.8,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.66,Copenhagen,Entire Standard,Entire,Standard,1
12452,within an hour,95%,93%,f,8.0,8.0,t,Indre By,55.6829409,12.5720124,Entire Standard,Entire home/apt,5.0,1.5,1.5 baths,1.0,1.0,5775.0,1,365.0,1.0,3.0,1125.0,1125.0,1.1,1125.0,t,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0,0.0,6.0,34650.0,5.0,4.67,4.67,4.67,5.0,5.0,5.0,f,8.0,8.0,0.0,0.0,0.8,Copenhagen,Entire Standard,Entire,Standard,1
12453,within a day,100%,0%,f,1.0,1.0,t,Østerbro,55.7095166,12.5700201,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,2.0,1600.0,3,6.0,3.0,3.0,6.0,6.0,3.0,6.0,t,6.0,11.0,33.0,124.0,2.0,1.0,0.0,124,1.0,6.0,9600.0,4.5,4.0,4.5,4.5,5.0,4.0,3.5,f,1.0,1.0,0.0,0.0,3.72,Copenhagen,Entire Standard,Entire,Standard,1
12455,a few days or more,40%,56%,f,1.0,1.0,t,Frederiksberg,55.68721813279558,12.533216388725668,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1200.0,3,365.0,1.0,3.0,365.0,365.0,3.0,365.0,t,16.0,20.0,25.0,300.0,9.0,5.0,3.0,120,0.0,30.0,36000.0,4.67,4.56,3.89,4.89,4.89,4.78,4.22,f,1.0,1.0,0.0,0.0,2.52,Copenhagen,Entire Standard,Entire,Standard,1
12456,a few days or more,0%,0%,f,1.0,1.0,t,Amager Øst,55.666487471023046,12.610703861149204,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,970.0,2,21.0,2.0,2.0,21.0,21.0,2.0,21.0,t,18.0,32.0,55.0,330.0,8.0,0.0,0.0,152,0.0,0.0,0.0,4.25,4.63,4.5,4.63,4.5,4.38,3.75,f,1.0,1.0,0.0,0.0,2.87,Copenhagen,Entire Standard,Entire,Standard,1
12459,a few days or more,0%,0%,f,1.0,1.0,t,Indre By,55.6767176,12.5701319,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,2800.0,1,60.0,1.0,1.0,60.0,60.0,1.0,60.0,t,30.0,60.0,90.0,365.0,0.0,0.0,0.0,187,0.0,0.0,0.0,4.761140182790479,4.835591551250493,4.676180665614856,4.88456860270474,4.842583083871622,4.9126160180331055,4.571101483164198,f,1.0,1.0,0.0,0.0,0.13,Copenhagen,Entire Standard,Entire,Standard,0
12460,a few days or more,25%,0%,f,1.0,1.0,f,Nørrebro,55.69853,12.55125,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,854.0,3,14.0,3.0,3.0,14.0,14.0,3.0,14.0,t,0.0,0.0,16.0,17.0,12.0,0.0,0.0,17,6.0,0.0,0.0,4.75,4.75,4.75,4.92,4.92,4.83,4.58,f,1.0,1.0,0.0,0.0,2.71,Copenhagen,Entire Standard,Entire,Standard,1
12464,within a few hours,100%,100%,f,1.0,1.0,t,Indre By,55.69635,12.58843,Entire Standard,Entire home/apt,6.0,2.0,2 baths,3.0,3.0,3150.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,5.0,5.0,6.0,6.0,5.0,1.0,0.0,6,3.0,6.0,18900.0,5.0,5.0,4.8,5.0,5.0,4.8,5.0,f,1.0,1.0,0.0,0.0,2.58,Copenhagen,Entire Standard,Entire,Standard,1
12468,within an hour,100%,100%,f,1.0,2.0,t,Indre By,55.67456,12.59854,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,930.0,5,365.0,5.0,5.0,365.0,365.0,5.0,365.0,t,16.0,27.0,51.0,51.0,9.0,2.0,2.0,51,0.0,20.0,18600.0,4.22,4.44,4.11,4.22,4.56,4.56,4.22,t,1.0,1.0,0.0,0.0,1.9,Copenhagen,Entire Standard,Entire,Standard,1
12469,within an hour,100%,99%,t,2.0,2.0,t,Amager Vest,55.63777245479773,12.58415394462387,Entire Standard,Entire home/apt,8.0,2.0,2 baths,3.0,5.0,1878.0,3,1125.0,2.0,5.0,1125.0,1125.0,3.1,1125.0,t,3.0,3.0,7.0,145.0,101.0,48.0,4.0,65,44.0,255.0,478890.0,4.86,4.87,4.74,4.84,4.9,4.84,4.78,f,2.0,2.0,0.0,0.0,4.38,Copenhagen,Entire Standard,Entire,Standard,1
12472,within a day,100%,50%,f,1.0,2.0,t,Indre By,55.688542791010605,12.585534114253536,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,3.0,2397.0,6,365.0,6.0,6.0,365.0,365.0,6.0,365.0,t,2.0,2.0,3.0,44.0,4.0,1.0,0.0,5,1.0,12.0,28764.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.76,Copenhagen,Entire Standard,Entire,Standard,1
12473,within a day,100%,33%,f,2.0,2.0,t,Frederiksberg,55.68017856630563,12.54683806016908,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1755.0,3,30.0,3.0,3.0,30.0,30.0,3.0,30.0,t,0.0,2.0,7.0,7.0,3.0,0.0,0.0,7,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.42,Copenhagen,Entire Standard,Entire,Standard,1
12474,within an hour,100%,100%,t,1.0,1.0,t,Brønshøj-Husum,55.71477,12.51329,Hotel,Private room,2.0,1.5,1.5 baths,1.0,2.0,550.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,0.0,0.0,5.0,175.0,130.0,55.0,10.0,89,54.0,255.0,140250.0,4.83,4.89,4.8,4.96,4.95,4.65,4.85,f,1.0,0.0,1.0,0.0,5.51,Copenhagen,Hotel,Hotel,Hotel,1
12475,within an hour,100%,87%,f,1.0,1.0,t,Østerbro,55.7035089,12.5837515,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1086.0,4,365.0,4.0,4.0,365.0,365.0,4.0,365.0,t,11.0,13.0,14.0,18.0,9.0,9.0,2.0,18,5.0,72.0,78192.0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,f,1.0,1.0,0.0,0.0,3.2,Copenhagen,Entire Standard,Entire,Standard,1
12476,within an hour,100%,87%,t,1.0,2.0,t,Vesterbro-Kongens Enghave,55.671590276279794,12.559492874084023,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2500.0,2,30.0,2.0,3.0,30.0,30.0,2.0,30.0,t,12.0,14.0,14.0,55.0,32.0,13.0,5.0,53,17.0,78.0,195000.0,4.97,4.91,4.94,5.0,5.0,4.94,4.84,f,1.0,1.0,0.0,0.0,0.75,Copenhagen,Entire Standard,Entire,Standard,1
12478,a few days or more,0%,13%,f,1.0,1.0,t,Amager Øst,55.641413,12.6216837,Entire Standard,Entire home/apt,6.0,1.0,1 bath,3.0,4.0,1280.0,4,365.0,4.0,4.0,365.0,365.0,4.0,365.0,t,3.0,5.0,5.0,29.0,3.0,1.0,0.0,5,1.0,8.0,10240.0,5.0,5.0,5.0,5.0,4.33,5.0,5.0,f,1.0,1.0,0.0,0.0,5.11,Copenhagen,Entire Standard,Entire,Standard,1
12480,within a few hours,100%,60%,t,1.0,1.0,t,Frederiksberg,55.69050781554529,12.532474057815737,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1100.0,3,365.0,1.0,3.0,365.0,365.0,3.0,365.0,t,22.0,29.0,46.0,223.0,28.0,16.0,3.0,139,13.0,96.0,105600.0,4.93,4.93,4.93,5.0,5.0,4.89,4.79,f,1.0,1.0,0.0,0.0,2.76,Copenhagen,Entire Standard,Entire,Standard,1
12481,within a day,100%,0%,f,1.0,2.0,t,Vesterbro-Kongens Enghave,55.66431,12.54704,Entire Standard,Entire home/apt,4.0,1.0,1 bath,3.0,4.0,2499.0,3,1125.0,1.0,3.0,1125.0,1125.0,2.4,1125.0,t,22.0,52.0,82.0,83.0,2.0,0.0,0.0,83,0.0,0.0,0.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.87,Copenhagen,Entire Standard,Entire,Standard,1
12482,within a few hours,100%,25%,f,2.0,2.0,t,Amager Vest,55.66316,12.57875,Hotel,Private room,1.0,1.5,1.5 baths,1.0,1.0,3400.0,2,15.0,2.0,2.0,15.0,15.0,2.0,15.0,t,29.0,59.0,89.0,364.0,1.0,1.0,0.0,186,1.0,6.0,20400.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,f,2.0,1.0,1.0,0.0,1.58,Copenhagen,Hotel,Hotel,Hotel,1
12484,within a day,60%,68%,f,1.0,1.0,t,Østerbro,55.6939660854518,12.5701242685318,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1440.0,1,8.0,1.0,1.0,8.0,8.0,1.0,8.0,t,19.0,39.0,59.0,149.0,13.0,10.0,2.0,149,6.0,60.0,86400.0,5.0,4.92,4.85,4.92,4.77,4.92,4.85,f,1.0,1.0,0.0,0.0,1.99,Copenhagen,Entire Standard,Entire,Standard,1
12485,within a few hours,90%,64%,t,1.0,1.0,t,Frederiksberg,55.672942960984265,12.543522443718652,Hotel,Private room,1.0,1.5,1.5 baths,1.0,1.0,650.0,2,30.0,2.0,2.0,30.0,30.0,2.0,30.0,t,10.0,21.0,47.0,137.0,63.0,16.0,6.0,137,12.0,96.0,62400.0,4.95,4.89,4.98,4.95,4.98,4.92,4.9,f,1.0,0.0,1.0,0.0,1.59,Copenhagen,Hotel,Hotel,Hotel,1
12487,within a day,86%,33%,t,1.0,2.0,t,Vesterbro-Kongens Enghave,55.667,12.55205,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,855.0,4,365.0,3.0,4.0,365.0,365.0,3.9,365.0,t,2.0,10.0,16.0,94.0,13.0,8.0,1.0,94,6.0,64.0,54720.0,4.92,4.92,4.85,5.0,5.0,4.92,4.62,f,1.0,1.0,0.0,0.0,1.44,Copenhagen,Entire Standard,Entire,Standard,1
